ciudad,pais,latitud,longitud,temperatura,sensacion_termica,humedad,velocidad_viento,descripcion,fecha_extraccion,codigo_tiempo
Bogota,Colombia,4.600,-74.083,17.1,18.0,80,7,Light rain,2026-03-17 06:10:35,296
Barranquilla,Colombia,10.964,-74.796,33.7,32.7,74,25,Sunny,2026-03-24 00:10:35,113
Cali,Colombia,3.437,-76.523,28.3,29.3,60,2,Overcast,2026-03-13 04:58:35,122
Cartagena,Colombia,10.400,-75.514,33.7,34.0,89,15,Light rain,2026-03-27 18:10:35,296
Cali,Colombia,3.437,-76.523,29.8,29.8,78,16,Clear,2026-03-19 19:22:35,113
Barranquilla,Colombia,10.964,-74.796,27.0,26.2,86,25,Partly cloudy,2026-04-09 01:22:35,116
Medellin,Colombia,6.291,-75.536,19.9,20.6,59,5,Sunny,2026-03-25 19:22:35,113
Bogota,Colombia,4.600,-74.083,10.2,10.0,92,20,Patchy rain nearby,2026-03-25 19:22:35,176
Barranquilla,Colombia,10.964,-74.796,33.4,32.7,66,20,Patchy rain nearby,2026-03-15 18:10:35,176
Cartagena,Colombia,10.400,-75.514,23.6,22.4,66,25,Patchy rain nearby,2026-04-04 20:34:35,176
Cartagena,Colombia,10.400,-75.514,32.8,32.4,69,18,Patchy rain nearby,2026-03-21 03:46:35,176
Medellin,Colombia,6.291,-75.536,26.0,26.7,57,4,Light rain,2026-03-27 00:10:35,296
Bogota,Colombia,4.600,-74.083,15.9,16.2,78,13,Clear,2026-03-28 19:22:35,113
Cali,Colombia,3.437,-76.523,21.8,21.8,72,14,Patchy rain nearby,2026-03-29 16:58:35,176
Cartagena,Colombia,10.400,-75.514,25.7,24.2,70,29,Overcast,2026-04-06 08:34:35,122
Cartagena,Colombia,10.400,-75.514,33.5,32.4,75,26,Sunny,2026-04-03 22:58:35,113
Barranquilla,Colombia,10.964,-74.796,35.2,33.2,60,32,Sunny,2026-03-30 03:46:35,113
Bogota,Colombia,4.600,-74.083,11.3,11.4,79,15,Light rain,2026-03-19 12:10:35,296
Cali,Colombia,3.437,-76.523,20.4,19.5,58,21,Patchy rain nearby,2026-04-11 10:58:35,176
Barranquilla,Colombia,10.964,-74.796,28.9,27.0,73,34,Clear,2026-04-06 01:22:35,113
Barranquilla,Colombia,10.964,-74.796,24.3,22.2,58,33,Patchy rain nearby,2026-04-07 16:58:35,176
Bogota,Colombia,4.600,-74.083,9.4,10.3,91,9,Sunny,2026-03-22 04:58:35,113
Cartagena,Colombia,10.400,-75.514,28.3,27.8,63,18,Light rain,2026-03-30 18:10:35,296
Barranquilla,Colombia,10.964,-74.796,34.7,34.5,77,17,Light rain,2026-04-02 03:46:35,296
Barranquilla,Colombia,10.964,-74.796,25.4,24.9,66,18,Light rain,2026-03-21 00:10:35,296
Bogota,Colombia,4.600,-74.083,16.4,17.1,75,8,Overcast,2026-03-13 12:10:35,122
Cali,Colombia,3.437,-76.523,28.1,28.8,73,8,Patchy rain nearby,2026-04-03 15:46:35,176
Bogota,Colombia,4.600,-74.083,17.8,18.3,91,13,Sunny,2026-03-30 18:10:35,113
Barranquilla,Colombia,10.964,-74.796,35.6,34.8,81,24,Overcast,2026-03-25 22:58:35,122
Medellin,Colombia,6.291,-75.536,21.2,21.4,67,11,Patchy rain nearby,2026-04-11 07:22:35,176
Bogota,Colombia,4.600,-74.083,16.3,16.6,71,11,Partly cloudy,2026-03-15 03:46:35,116
Medellin,Colombia,6.291,-75.536,19.5,18.6,67,22,Clear,2026-03-31 01:22:35,113
Cali,Colombia,3.437,-76.523,21.7,22.4,75,8,Overcast,2026-03-19 01:22:35,122
Cali,Colombia,3.437,-76.523,21.4,21.3,73,16,Clear,2026-03-14 16:58:35,113
Barranquilla,Colombia,10.964,-74.796,25.9,24.0,73,34,Clear,2026-03-19 08:34:35,113
Cali,Colombia,3.437,-76.523,20.5,20.1,71,18,Sunny,2026-03-21 18:10:35,113
Medellin,Colombia,6.291,-75.536,26.4,27.2,64,5,Overcast,2026-04-11 03:46:35,122
Cali,Colombia,3.437,-76.523,30.8,31.8,63,3,Light rain,2026-03-15 03:46:35,296
Medellin,Colombia,6.291,-75.536,25.9,26.6,82,9,Patchy rain nearby,2026-03-22 04:58:35,176
Medellin,Colombia,6.291,-75.536,25.0,26.0,68,4,Light rain,2026-03-17 13:22:35,296
Cali,Colombia,3.437,-76.523,30.7,31.6,77,6,Light rain,2026-04-09 19:22:35,296
Bogota,Colombia,4.600,-74.083,13.3,13.8,81,11,Light rain,2026-03-23 09:46:35,296
Cali,Colombia,3.437,-76.523,25.9,26.2,77,12,Light rain,2026-04-07 06:10:35,296
Medellin,Colombia,6.291,-75.536,21.6,20.9,57,18,Clear,2026-03-21 03:46:35,113
Cartagena,Colombia,10.400,-75.514,30.7,30.3,86,21,Overcast,2026-03-14 13:22:35,122
Bogota,Colombia,4.600,-74.083,18.3,19.1,94,11,Sunny,2026-04-08 21:46:35,113
Bogota,Colombia,4.600,-74.083,19.6,19.3,92,21,Clear,2026-03-20 20:34:35,113
Bogota,Colombia,4.600,-74.083,16.9,17.3,69,10,Clear,2026-03-23 20:34:35,113
Bogota,Colombia,4.600,-74.083,17.6,17.3,90,21,Overcast,2026-03-25 22:58:35,122
Bogota,Colombia,4.600,-74.083,17.2,17.2,68,14,Sunny,2026-03-18 07:22:35,113
Cartagena,Colombia,10.400,-75.514,29.0,27.8,78,28,Sunny,2026-03-31 12:10:35,113
Barranquilla,Colombia,10.964,-74.796,30.3,28.2,64,34,Light rain,2026-04-01 16:58:35,296
Cali,Colombia,3.437,-76.523,26.3,26.0,71,17,Patchy rain nearby,2026-03-23 02:34:35,176
Bogota,Colombia,4.600,-74.083,13.9,13.4,87,22,Clear,2026-03-16 04:58:35,113
Cartagena,Colombia,10.400,-75.514,29.6,29.5,71,15,Clear,2026-04-06 12:10:35,113
Barranquilla,Colombia,10.964,-74.796,32.3,31.8,71,19,Partly cloudy,2026-03-27 21:46:35,116
Barranquilla,Colombia,10.964,-74.796,29.4,27.6,70,32,Partly cloudy,2026-04-06 04:58:35,116
Bogota,Colombia,4.600,-74.083,14.3,14.4,85,16,Light rain,2026-03-23 13:22:35,296
Cartagena,Colombia,10.400,-75.514,31.0,30.6,84,21,Sunny,2026-03-18 00:10:35,113
Barranquilla,Colombia,10.964,-74.796,25.6,23.8,81,34,Sunny,2026-03-21 21:46:35,113
Cali,Colombia,3.437,-76.523,21.3,22.0,57,4,Patchy rain nearby,2026-03-19 08:34:35,176
Barranquilla,Colombia,10.964,-74.796,35.0,33.2,57,29,Sunny,2026-04-10 13:22:35,113
Barranquilla,Colombia,10.964,-74.796,26.8,26.0,64,21,Patchy rain nearby,2026-04-05 10:58:35,176
Barranquilla,Colombia,10.964,-74.796,35.5,35.6,80,15,Partly cloudy,2026-03-30 10:58:35,116
Cartagena,Colombia,10.400,-75.514,32.4,31.7,78,23,Patchy rain nearby,2026-03-19 19:22:35,176
Cartagena,Colombia,10.400,-75.514,33.3,32.3,79,26,Overcast,2026-03-23 13:22:35,122
Medellin,Colombia,6.291,-75.536,24.5,25.5,64,3,Patchy rain nearby,2026-03-14 02:34:35,176
Bogota,Colombia,4.600,-74.083,15.4,15.4,74,15,Partly cloudy,2026-03-28 12:10:35,116
Cartagena,Colombia,10.400,-75.514,33.7,33.4,69,17,Light rain,2026-03-20 20:34:35,296
Cali,Colombia,3.437,-76.523,26.0,25.1,55,20,Clear,2026-03-17 16:58:35,113
Barranquilla,Colombia,10.964,-74.796,32.3,30.5,81,34,Patchy rain nearby,2026-03-27 18:10:35,176
Cartagena,Colombia,10.400,-75.514,27.0,25.6,60,26,Partly cloudy,2026-03-31 22:58:35,116
Cartagena,Colombia,10.400,-75.514,29.7,29.1,79,22,Overcast,2026-04-05 18:10:35,122
Barranquilla,Colombia,10.964,-74.796,35.2,34.3,79,25,Sunny,2026-03-19 04:58:35,113
Barranquilla,Colombia,10.964,-74.796,29.5,28.3,71,26,Light rain,2026-03-25 12:10:35,296
Medellin,Colombia,6.291,-75.536,18.3,18.0,72,17,Clear,2026-03-14 20:34:35,113
Bogota,Colombia,4.600,-74.083,11.8,12.5,72,7,Light rain,2026-03-22 15:46:35,296
Barranquilla,Colombia,10.964,-74.796,29.7,28.3,70,28,Overcast,2026-03-18 18:10:35,122
Bogota,Colombia,4.600,-74.083,9.2,9.5,76,12,Overcast,2026-03-13 15:46:35,122
Cali,Colombia,3.437,-76.523,26.7,26.9,51,8,Light rain,2026-04-03 12:10:35,296
Cali,Colombia,3.437,-76.523,21.7,22.7,63,3,Patchy rain nearby,2026-04-04 02:34:35,176
Barranquilla,Colombia,10.964,-74.796,28.3,26.8,82,31,Clear,2026-04-10 06:10:35,113
Bogota,Colombia,4.600,-74.083,15.1,15.2,87,16,Partly cloudy,2026-04-07 06:10:35,116
Bogota,Colombia,4.600,-74.083,13.2,14.4,94,7,Sunny,2026-03-27 07:22:35,113
Bogota,Colombia,4.600,-74.083,18.8,19.3,71,9,Partly cloudy,2026-03-25 04:58:35,116
Cartagena,Colombia,10.400,-75.514,31.8,30.1,77,32,Clear,2026-03-25 19:22:35,113
Cartagena,Colombia,10.400,-75.514,25.2,24.5,62,19,Clear,2026-03-27 21:46:35,113
Bogota,Colombia,4.600,-74.083,20.0,20.7,85,10,Partly cloudy,2026-04-11 03:46:35,116
Barranquilla,Colombia,10.964,-74.796,33.3,32.2,71,25,Sunny,2026-03-22 15:46:35,113
Medellin,Colombia,6.291,-75.536,22.9,22.6,79,19,Sunny,2026-03-28 01:22:35,113
Bogota,Colombia,4.600,-74.083,8.1,9.2,86,6,Partly cloudy,2026-03-19 04:58:35,116
Cali,Colombia,3.437,-76.523,31.5,31.1,77,19,Partly cloudy,2026-03-27 07:22:35,116
Cartagena,Colombia,10.400,-75.514,33.5,33.4,69,15,Sunny,2026-03-29 02:34:35,113
Cali,Colombia,3.437,-76.523,23.9,24.8,65,4,Clear,2026-03-30 14:34:35,113
Cartagena,Colombia,10.400,-75.514,27.1,25.9,89,30,Light rain,2026-03-15 21:46:35,296
Cartagena,Colombia,10.400,-75.514,30.0,29.1,88,27,Light rain,2026-04-09 12:10:35,296
Medellin,Colombia,6.291,-75.536,17.7,17.5,67,15,Clear,2026-04-09 01:22:35,113
Barranquilla,Colombia,10.964,-74.796,30.4,28.6,80,34,Clear,2026-04-09 19:22:35,113
Cartagena,Colombia,10.400,-75.514,32.6,31.7,80,25,Partly cloudy,2026-03-18 18:10:35,116
Cali,Colombia,3.437,-76.523,31.6,30.9,61,19,Patchy rain nearby,2026-03-31 22:58:35,176
Bogota,Colombia,4.600,-74.083,15.5,16.0,88,13,Partly cloudy,2026-03-16 08:34:35,116
Medellin,Colombia,6.291,-75.536,23.6,24.1,71,9,Sunny,2026-03-25 22:58:35,113
Barranquilla,Colombia,10.964,-74.796,32.9,32.2,69,21,Patchy rain nearby,2026-04-02 18:10:35,176
Cali,Colombia,3.437,-76.523,30.2,29.6,52,16,Clear,2026-04-04 13:22:35,113
Medellin,Colombia,6.291,-75.536,24.1,24.0,69,15,Sunny,2026-03-21 21:46:35,113
Medellin,Colombia,6.291,-75.536,22.2,22.6,84,13,Overcast,2026-04-10 20:34:35,122
Bogota,Colombia,4.600,-74.083,16.3,15.9,91,22,Partly cloudy,2026-03-30 00:10:35,116
Cartagena,Colombia,10.400,-75.514,31.6,30.7,61,21,Patchy rain nearby,2026-03-14 20:34:35,176
Medellin,Colombia,6.291,-75.536,17.6,18.0,65,9,Light rain,2026-04-10 02:34:35,296
Medellin,Colombia,6.291,-75.536,23.6,24.4,70,6,Overcast,2026-03-31 19:22:35,122
Barranquilla,Colombia,10.964,-74.796,32.7,32.0,79,23,Partly cloudy,2026-03-27 07:22:35,116
Cartagena,Colombia,10.400,-75.514,28.9,27.9,84,27,Patchy rain nearby,2026-04-06 15:46:35,176
Medellin,Colombia,6.291,-75.536,23.6,23.5,73,16,Light rain,2026-03-19 22:58:35,296
Barranquilla,Colombia,10.964,-74.796,30.9,30.1,70,22,Light rain,2026-03-18 00:10:35,296
Barranquilla,Colombia,10.964,-74.796,29.4,28.3,74,26,Sunny,2026-03-16 19:22:35,113
Barranquilla,Colombia,10.964,-74.796,25.7,24.5,68,26,Sunny,2026-03-21 03:46:35,113
Medellin,Colombia,6.291,-75.536,20.7,19.8,55,20,Light rain,2026-03-19 12:10:35,296
Cali,Colombia,3.437,-76.523,24.4,24.7,58,9,Patchy rain nearby,2026-03-21 00:10:35,176
Medellin,Colombia,6.291,-75.536,26.9,26.4,57,16,Sunny,2026-04-04 16:58:35,113
Barranquilla,Colombia,10.964,-74.796,29.4,27.7,76,32,Partly cloudy,2026-03-25 04:58:35,116
Bogota,Colombia,4.600,-74.083,17.3,16.6,71,21,Light rain,2026-03-30 03:46:35,296
Bogota,Colombia,4.600,-74.083,9.5,10.7,92,6,Overcast,2026-03-13 22:58:35,122
Barranquilla,Colombia,10.964,-74.796,34.1,33.9,71,16,Partly cloudy,2026-03-22 04:58:35,116
Cartagena,Colombia,10.400,-75.514,24.8,23.9,80,25,Overcast,2026-03-30 21:46:35,122
Cartagena,Colombia,10.400,-75.514,34.7,34.9,84,15,Patchy rain nearby,2026-03-19 01:22:35,176
Cali,Colombia,3.437,-76.523,21.6,22.7,68,3,Clear,2026-04-07 16:58:35,113
Cali,Colombia,3.437,-76.523,27.9,28.7,72,6,Sunny,2026-03-25 12:10:35,113
Cali,Colombia,3.437,-76.523,22.8,22.2,76,21,Sunny,2026-04-03 01:22:35,113
Barranquilla,Colombia,10.964,-74.796,30.8,29.6,76,27,Overcast,2026-03-17 13:22:35,122
Barranquilla,Colombia,10.964,-74.796,30.6,30.1,59,17,Clear,2026-04-07 02:34:35,113
Medellin,Colombia,6.291,-75.536,21.7,22.3,82,10,Light rain,2026-03-16 01:22:35,296
Medellin,Colombia,6.291,-75.536,27.6,28.1,73,10,Sunny,2026-03-27 14:34:35,113
Medellin,Colombia,6.291,-75.536,22.7,22.0,58,19,Partly cloudy,2026-04-06 22:58:35,116
Cartagena,Colombia,10.400,-75.514,34.7,34.0,70,21,Clear,2026-03-31 15:46:35,113
Medellin,Colombia,6.291,-75.536,22.1,22.1,68,14,Light rain,2026-04-02 10:58:35,296
Barranquilla,Colombia,10.964,-74.796,33.8,32.0,61,30,Patchy rain nearby,2026-03-24 10:58:35,176
Medellin,Colombia,6.291,-75.536,19.4,19.3,63,14,Light rain,2026-03-15 07:22:35,296
Cartagena,Colombia,10.400,-75.514,32.1,30.6,65,28,Patchy rain nearby,2026-03-28 04:58:35,176
Medellin,Colombia,6.291,-75.536,26.5,26.6,68,13,Patchy rain nearby,2026-03-16 12:10:35,176
Medellin,Colombia,6.291,-75.536,17.9,17.4,63,18,Sunny,2026-04-05 03:46:35,113
Bogota,Colombia,4.600,-74.083,19.6,19.4,73,17,Patchy rain nearby,2026-03-26 16:58:35,176
Cali,Colombia,3.437,-76.523,20.3,20.2,55,12,Sunny,2026-03-14 13:22:35,113
Cali,Colombia,3.437,-76.523,25.7,26.4,75,8,Light rain,2026-04-03 22:58:35,296
Cali,Colombia,3.437,-76.523,28.1,28.6,56,6,Overcast,2026-04-05 00:10:35,122
Cali,Colombia,3.437,-76.523,28.6,28.2,65,17,Sunny,2026-03-16 08:34:35,113
Bogota,Colombia,4.600,-74.083,12.9,13.6,81,9,Patchy rain nearby,2026-04-06 01:22:35,176
Cali,Colombia,3.437,-76.523,30.5,30.5,52,10,Light rain,2026-03-30 03:46:35,296
Cartagena,Colombia,10.400,-75.514,32.4,31.3,66,24,Clear,2026-03-13 08:34:35,113
Bogota,Colombia,4.600,-74.083,8.1,8.2,83,16,Partly cloudy,2026-03-22 22:58:35,116
Cali,Colombia,3.437,-76.523,28.7,29.6,56,2,Partly cloudy,2026-04-01 13:22:35,116
Bogota,Colombia,4.600,-74.083,10.8,10.2,72,20,Sunny,2026-04-09 19:22:35,113
Medellin,Colombia,6.291,-75.536,17.5,18.3,83,9,Partly cloudy,2026-03-16 08:34:35,116
Cali,Colombia,3.437,-76.523,22.9,22.6,52,13,Patchy rain nearby,2026-04-02 07:22:35,176
Medellin,Colombia,6.291,-75.536,17.1,18.0,80,7,Sunny,2026-03-31 08:34:35,113
Barranquilla,Colombia,10.964,-74.796,35.1,35.0,86,18,Overcast,2026-03-31 04:58:35,122
Cartagena,Colombia,10.400,-75.514,27.0,25.2,69,32,Light rain,2026-03-12 21:46:35,296
Bogota,Colombia,4.600,-74.083,9.2,10.0,91,10,Partly cloudy,2026-03-23 16:58:35,116
Medellin,Colombia,6.291,-75.536,25.2,25.5,78,13,Patchy rain nearby,2026-04-06 12:10:35,176
Cali,Colombia,3.437,-76.523,25.6,25.1,75,20,Overcast,2026-04-06 01:22:35,122
Cali,Colombia,3.437,-76.523,20.1,20.1,55,11,Patchy rain nearby,2026-04-09 12:10:35,176
Cartagena,Colombia,10.400,-75.514,33.2,32.5,83,24,Clear,2026-03-13 19:22:35,113
Cali,Colombia,3.437,-76.523,22.3,22.9,53,5,Patchy rain nearby,2026-03-27 21:46:35,176
Medellin,Colombia,6.291,-75.536,24.9,26.2,84,4,Sunny,2026-03-28 19:22:35,113
Barranquilla,Colombia,10.964,-74.796,30.5,28.9,66,29,Overcast,2026-03-24 03:46:35,122
Cartagena,Colombia,10.400,-75.514,32.5,31.0,61,27,Patchy rain nearby,2026-03-22 01:22:35,176
Barranquilla,Colombia,10.964,-74.796,24.4,23.2,86,29,Sunny,2026-03-17 02:34:35,113
Barranquilla,Colombia,10.964,-74.796,28.1,27.2,80,25,Overcast,2026-03-18 14:34:35,122
Cartagena,Colombia,10.400,-75.514,23.9,23.7,74,17,Overcast,2026-04-04 16:58:35,122
Barranquilla,Colombia,10.964,-74.796,26.8,25.2,66,29,Overcast,2026-04-10 09:46:35,122
Bogota,Colombia,4.600,-74.083,10.3,10.6,78,13,Overcast,2026-03-20 09:46:35,122
Barranquilla,Colombia,10.964,-74.796,32.2,31.4,62,20,Overcast,2026-03-14 06:10:35,122
Medellin,Colombia,6.291,-75.536,18.8,19.4,59,6,Sunny,2026-04-01 02:34:35,113
Cartagena,Colombia,10.400,-75.514,24.1,24.0,79,17,Overcast,2026-04-04 02:34:35,122
Bogota,Colombia,4.600,-74.083,11.2,10.9,90,21,Partly cloudy,2026-04-05 03:46:35,116
Bogota,Colombia,4.600,-74.083,19.1,19.0,87,18,Light rain,2026-03-18 14:34:35,296
Bogota,Colombia,4.600,-74.083,11.3,10.9,78,20,Sunny,2026-04-05 07:22:35,113
Cartagena,Colombia,10.400,-75.514,27.9,28.1,76,13,Partly cloudy,2026-04-05 10:58:35,116
Barranquilla,Colombia,10.964,-74.796,31.7,30.7,66,23,Clear,2026-03-31 12:10:35,113
Cali,Colombia,3.437,-76.523,30.9,31.2,60,9,Light rain,2026-03-24 03:46:35,296
Medellin,Colombia,6.291,-75.536,23.7,25.0,84,4,Sunny,2026-04-02 07:22:35,113
Bogota,Colombia,4.600,-74.083,11.3,11.1,91,20,Clear,2026-03-13 08:34:35,113
Medellin,Colombia,6.291,-75.536,23.0,22.5,79,21,Partly cloudy,2026-03-21 18:10:35,116
Cartagena,Colombia,10.400,-75.514,26.0,24.4,73,31,Light rain,2026-03-22 12:10:35,296
Cali,Colombia,3.437,-76.523,29.2,29.9,78,9,Overcast,2026-04-11 07:22:35,122
Bogota,Colombia,4.600,-74.083,15.8,15.4,79,20,Partly cloudy,2026-04-06 04:58:35,116
Bogota,Colombia,4.600,-74.083,10.6,11.7,78,5,Overcast,2026-04-01 13:22:35,122
Medellin,Colombia,6.291,-75.536,16.4,16.6,66,11,Clear,2026-03-23 02:34:35,113
Cali,Colombia,3.437,-76.523,31.6,31.9,69,11,Clear,2026-04-06 22:58:35,113
Medellin,Colombia,6.291,-75.536,22.3,21.5,68,22,Partly cloudy,2026-03-25 08:34:35,116
Cali,Colombia,3.437,-76.523,27.8,28.3,73,10,Light rain,2026-03-18 07:22:35,296
Bogota,Colombia,4.600,-74.083,11.7,11.9,94,17,Patchy rain nearby,2026-03-18 18:10:35,176
Medellin,Colombia,6.291,-75.536,25.4,26.5,70,3,Patchy rain nearby,2026-04-09 12:10:35,176
Bogota,Colombia,4.600,-74.083,13.4,12.6,69,22,Patchy rain nearby,2026-03-30 21:46:35,176
Cali,Colombia,3.437,-76.523,20.8,20.4,79,20,Partly cloudy,2026-03-31 12:10:35,116
Barranquilla,Colombia,10.964,-74.796,24.0,22.4,76,31,Light rain,2026-04-04 09:46:35,296
Bogota,Colombia,4.600,-74.083,9.4,9.3,66,14,Sunny,2026-04-08 03:46:35,113
Cartagena,Colombia,10.400,-75.514,26.9,26.2,63,20,Patchy rain nearby,2026-04-09 08:34:35,176
Bogota,Colombia,4.600,-74.083,8.9,9.2,69,11,Light rain,2026-04-10 06:10:35,296
Bogota,Colombia,4.600,-74.083,16.6,16.3,71,17,Overcast,2026-03-24 00:10:35,122
Barranquilla,Colombia,10.964,-74.796,32.4,31.1,57,24,Clear,2026-03-27 10:58:35,113
Bogota,Colombia,4.600,-74.083,17.3,16.5,76,23,Overcast,2026-04-08 18:10:35,122
Cali,Colombia,3.437,-76.523,29.5,28.7,60,20,Clear,2026-03-21 10:58:35,113
Medellin,Colombia,6.291,-75.536,22.1,22.1,59,12,Partly cloudy,2026-03-27 18:10:35,116
Bogota,Colombia,4.600,-74.083,17.2,17.1,70,15,Patchy rain nearby,2026-04-11 07:22:35,176
Cartagena,Colombia,10.400,-75.514,32.0,31.9,85,18,Patchy rain nearby,2026-04-09 15:46:35,176
Barranquilla,Colombia,10.964,-74.796,35.0,33.2,66,31,Sunny,2026-04-02 21:46:35,113
Barranquilla,Colombia,10.964,-74.796,30.8,30.5,73,18,Patchy rain nearby,2026-04-10 16:58:35,176
